Time,Latitude,Longitude,Altitude,Speed,Bearing,Accuracy,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Combined_Score
2020-01-02 15:12:24:603,30.55113375,114.4434685,10.98892212,3.65,192.1,3.216,28.601246,64.41235,52.298164,21.440836,36.020954,41.507095,101,35
2020-01-02 15:12:26:602,30.55107823,114.4434528,10.5015564,3.32,194,3.216,29.199018,65.402626,58.397213,32.125957,33.17401,50.295868,92,37
2020-01-02 15:12:28:596,30.5510166,114.4434336,10.38082886,3.63,196.7,3.216,26.35383,67.570114,58.240925,29.6794,37.109543,43.396576,101,35
2020-01-02 15:12:30:598,30.55095676,114.443413,11.25012207,3.58,197.3,3.216,28.313643,66.92587,53.46697,24.780462,40.379684,42.0377,99,36
2020-01-02 15:12:32:596,30.55089671,114.4433938,10.89434814,3.59,194.7,3.216,30.635324,67.59041,53.108448,25.67653,31.464115,48.39061,100,36
2020-01-02 15:12:34:591,30.55083323,114.4433747,11.31924438,3.63,196.4,3.216,28.246244,60.517956,52.035652,26.803461,36.463448,49.691814,101,38
2020-01-02 15:12:36:594,30.55076609,114.4433563,11.17199707,3.6,193.5,3.216,27.464857,62.783546,49.275757,29.498646,31.471392,48.471737,100,37
2020-01-02 15:12:38:598,30.55070077,114.4433419,11.4302063,3.53,191.7,3.216,29.58091,61.00601,55.883217,25.987207,33.695847,41.10973,98,36
2020-01-02 15:12:40:596,30.55063342,114.4433237,12.02392578,3.76,193.1,3.216,25.019642,62.36174,53.37492,26.867966,35.751575,37.4956,104,35
2020-01-02 15:12:42:597,30.55056611,114.4433056,11.65524292,3.68,192.7,3.216,27.431051,65.62455,59.228664,19.475819,32.117245,37.550922,102,32
2020-01-02 15:12:44:604,30.55050909,114.4432909,11.38980103,4.98,192.6,5.36,30.581234,61.317856,55.594624,27.576933,35.88297,42.16585,138,37
2020-01-02 15:12:45:608,30.55046344,114.4432799,11.30929565,4.85,190.3,4.288,31.703995,59.121525,54.571377,28.91293,38.35212,42.64078,134,38
2020-01-02 15:12:46:613,30.55042337,114.4432708,11.35351563,4.35,188.4,3.216,29.396772,60.04427,59.691113,31.963715,35.119312,36.935318,121,36
2020-01-02 15:12:47:613,30.55038751,114.4432628,11.17849731,4.16,190.9,3.216,27.455372,60.27126,51.299385,22.215574,40.932953,50.06163,115,38
2020-01-02 15:12:49:605,30.55032239,114.4432504,11.43597412,3.88,190.4,3.216,35.10437,58.100605,58.7245,22.070631,36.769337,30.905622,108,35
2020-01-02 15:12:51:606,30.55025633,114.443235,12.2010498,3.9,186.8,3.216,30.740221,61.83628,48.245712,19.252111,34.63575,44.235016,108,36
2020-01-02 15:12:53:609,30.55019376,114.4432204,12.1104126,3.79,188.3,3.216,25.738106,58.398277,55.42874,29.566359,33.49051,43.93071,105,36
2020-01-02 15:12:55:609,30.55014583,114.4432136,11.67687988,1.19,185.5,3.216,27.06609,58.90136,48.44911,21.515333,35.638885,40.04523,33,36
2020-01-02 15:12:58:601,30.55010656,114.4432119,11.75247192,1.3,180.8,3.216,33.203342,57.435455,51.807602,27.701443,33.4851,42.350468,36,38
2020-01-02 15:13:00:600,30.54998714,114.4431999,11.47769165,3.2,192.3,3.216,30.190542,64.00201,56.72241,31.913214,39.8176,37.247353,89,36
2020-01-02 15:13:02:586,30.54992803,114.4431892,11.10348511,3.43,188.3,3.216,30.259819,57.918217,58.555107,26.329184,32.98137,40.438316,95,36
2020-01-02 15:13:04:592,30.54986852,114.4431813,11.07354736,3.33,185,3.216,18.899214,59.0155,46.14328,26.85897,38.120834,40.97192,92,37
2020-01-02 15:13:06:594,30.54980608,114.4431726,10.5335083,3.22,187.3,3.216,25.327295,61.428032,53.32315,27.079992,36.353954,50.242867,89,37
2020-01-02 15:13:07:596,30.54976444,114.4431651,10.40002441,3.54,187.4,3.216,26.413107,59.51492,54.610645,20.327835,33.76444,46.70488,98,36
2020-01-02 15:13:09:588,30.54970176,114.4431603,9.777923584,3.41,189.7,3.216,26.448713,57.46053,54.286766,24.165638,34.29186,38.900906,95,35
2020-01-02 15:13:11:595,30.54964336,114.443146,9.343078613,3.45,187.7,3.216,28.951965,58.144176,51.150616,27.731749,38.472706,43.334618,96,38
2020-01-02 15:13:13:597,30.54958273,114.4431423,7.901672363,3,180.6,3.216,25.521097,55.311367,45.75058,30.51375,38.339138,41.939167,83,39
2020-01-02 15:13:15:595,30.54952267,114.4431396,7.57901001,3.32,189.8,3.216,32.61802,60.413334,61.88252,37.163376,40.522564,43.017803,92,39
2020-01-02 15:13:17:595,30.54946051,114.4431268,7.807312012,3.32,190.3,3.216,25.698275,58.808994,51.96515,22.129631,29.938644,42.36536,92,35
2020-01-02 15:13:19:594,30.54939945,114.4431144,8.01071167,3.3,183.3,3.216,32.540947,57.543434,54.88659,21.097942,36.894527,41.073753,91,37
2020-01-02 15:13:21:595,30.54934208,114.4431091,7.135528564,2.88,183.7,3.216,22.678034,55.958218,59.379402,27.576164,32.768158,44.849014,80,35
2020-01-02 15:13:23:606,30.54929244,114.4431059,7.871887207,2.86,188.5,3.216,24.739666,56.14251,60.477768,27.830667,37.908245,39.416866,79,36
2020-01-02 15:13:25:598,30.54924614,114.4430987,7.468902588,2.51,188.4,3.216,34.674885,50.9138,56.043583,31.148767,38.906723,37.885426,70,39
2020-01-02 15:13:54:603,30.54921,114.443106,7.471466064,1.31,133.9,3.216,36.340492,60.37247,61.019405,27.681118,34.39166,43.84381,36,37
2020-01-02 15:13:58:600,30.54917894,114.4431374,5.707946777,0.7,141.6,3.216,42.182137,61.642796,65.92399,46.287403,38.443615,49.97644,19,42
2020-01-02 15:14:06:596,30.54913422,114.4431234,6.109619141,1.66,222.3,3.216,37.392227,46.017437,52.025166,31.492914,34.350494,46.507633,46,42
2020-01-02 15:14:08:590,30.54910922,114.4430892,5.635131836,2.38,247.9,3.216,23.090096,59.121876,58.430676,16.262344,32.77258,34.318268,66,31
2020-01-02 15:14:10:599,30.54909768,114.4430396,6.534454346,2.52,269,3.216,31.3857,61.26923,57.82135,30.433771,39.333874,36.065495,70,36
2020-01-02 15:14:12:585,30.54909377,114.4429768,6.860351563,2.96,256.8,3.216,32.01605,66.345764,54.129723,36.011555,37.781887,39.965153,82,38
2020-01-02 15:14:14:587,30.54907834,114.4429128,6.870819092,3.04,248.5,3.216,31.541058,67.30069,51.12625,30.707224,33.63417,42.794483,84,37
2020-01-02 15:14:16:588,30.54904889,114.4428523,6.942016602,3.22,238.6,3.216,34.056248,62.577984,52.404186,30.855215,37.175396,39.71922,89,38
2020-01-02 15:14:18:588,30.54901773,114.4427941,7.59765625,3.06,237.6,3.216,29.178442,57.375805,56.014606,42.286217,34.61484,41.72791,85,39
2020-01-02 15:14:20:600,30.54898752,114.442743,6.81237793,2.52,235.1,3.216,27.646845,54.188427,59.28271,36.87718,36.77072,40.243977,70,38
2020-01-02 15:14:22:606,30.54894783,114.4426838,6.424377441,3.68,233.6,3.216,37.9362,68.26772,53.492874,31.042437,38.961548,39.365005,102,38
2020-01-02 15:14:24:595,30.54890596,114.4426209,6.424865723,3.66,233,3.216,27.131111,60.17081,53.622654,34.1022,33.971,38.978592,101,37
2020-01-02 15:14:26:608,30.54886599,114.4425642,7.226348877,3.52,230,3.216,34.84343,56.88445,54.848347,33.571995,38.230118,42.42127,98,40
2020-01-02 15:14:28:604,30.54882272,114.4425144,7.356445313,3.54,223.4,3.216,31.34915,58.886562,51.38634,30.89997,34.25946,43.645607,98,38
2020-01-02 15:14:30:605,30.54877491,114.4424675,7.661132813,3.6,222,3.216,27.655289,58.497066,59.506195,33.074276,29.793776,42.837532,100,36
2020-01-02 15:14:32:601,30.54873344,114.4424213,9.463500977,3.43,225.9,3.216,27.405714,55.826847,58.72856,33.25756,36.966293,44.028053,95,38
2020-01-02 15:14:34:608,30.54869628,114.442375,9.473480225,3.21,222.8,3.216,34.46929,65.33703,57.614162,29.359808,41.14626,42.274242,89,37
2020-01-02 15:14:36:604,30.54865725,114.4423322,11.01229858,3.17,218.6,3.216,32.682842,62.757732,52.377197,30.962904,36.518826,36.01021,88,37
2020-01-02 15:14:38:608,30.54861844,114.4422876,11.44882202,2.47,221.2,3.216,26.079285,67.844826,51.478123,30.741426,41.634563,40.603943,68,37
2020-01-02 15:14:40:603,30.54858204,114.4422436,12.54144287,2.57,226.1,3.216,31.29635,62.344646,50.71594,35.13621,36.78647,41.156895,71,39
2020-01-02 15:14:42:609,30.54854556,114.4422012,13.01593018,2.5,224,3.216,24.827497,58.98451,56.48429,33.927776,35.284184,34.571,69,36
2020-01-02 15:14:44:608,30.54850993,114.4421587,12.54498291,2.48,222.5,3.216,26.05473,66.39701,54.33147,28.21654,34.289402,35.612732,69,34
2020-01-02 15:14:46:603,30.54847142,114.4421081,13.66192627,2.51,231.7,3.216,28.938643,66.16772,50.674446,26.017685,36.403732,33.79822,70,35
2020-01-02 15:14:48:607,30.54843352,114.4420541,14.16674805,3.04,229.4,3.216,23.194696,55.26354,52.755257,21.129671,37.64098,36.135223,84,35
2020-01-02 15:14:50:611,30.5483836,114.4419972,14.19177246,3.16,223.4,3.216,22.05847,56.191845,54.141243,23.541094,34.698055,39.178368,88,35
2020-01-02 15:14:52:603,30.54832804,114.4419521,13.59143066,3.04,220.9,3.216,21.115877,59.440758,54.71226,25.555372,36.342754,38.76857,84,35
2020-01-02 15:14:54:587,30.54828801,114.4419054,13.88946533,3.16,225.9,3.216,31.697275,60.48791,55.2078,30.145878,36.57388,41.76946,88,37
2020-01-02 15:14:56:598,30.5482576,114.4418565,13.77520752,2.96,232.1,3.216,28.305202,60.0033,57.235725,33.527317,39.604107,41.269787,82,38
2020-01-02 15:14:58:601,30.54821884,114.4418145,13.17492676,1.22,228.2,3.216,24.992973,54.672787,57.487175,35.5882,38.40072,39.784126,34,38
2020-01-02 15:15:01:611,30.54818375,114.4417724,12.45629883,2.48,224.7,3.216,26.933393,57.137096,61.96244,31.866243,36.107925,45.061653,69,37
2020-01-02 15:15:03:632,30.54812876,114.4417144,12.59393311,3.49,221.7,3.216,28.224094,66.267624,62.257465,29.303102,33.360516,43.965755,97,34
2020-01-02 15:15:04:604,30.54810048,114.4416842,12.9052124,3.46,222.4,3.216,40.301117,54.350803,65.995674,32.319485,40.897808,46.56349,96,40
2020-01-02 15:15:05:609,30.54807291,114.4416541,12.91003418,3.53,222.7,3.216,35.66205,60.278492,62.597347,33.882008,42.685184,46.453552,98,39
2020-01-02 15:15:06:606,30.54803217,114.441605,12.97283936,3.62,221.9,3.216,24.057238,67.69195,56.455116,33.528374,37.978268,48.44964,100,37
2020-01-02 15:15:08:589,30.54798443,114.4415542,13.2121582,3.57,221.7,3.216,29.396238,53.907032,58.38754,30.62601,34.83944,40.699387,99,37
2020-01-02 15:15:09:600,30.54795187,114.441529,13.53143311,3.84,215.5,3.216,26.88851,50.12052,58.525364,33.035206,38.444637,41.976868,106,39
2020-01-02 15:15:10:599,30.54792885,114.4414947,14.25714111,4.17,221.5,3.216,22.590374,60.9308,59.44278,39.547527,41.279358,37.890503,116,37
2020-01-02 15:15:12:598,30.54789021,114.4414557,13.83135986,2.91,222.6,3.216,28.359146,61.472836,59.55436,31.338953,42.52124,42.72093,81,37
2020-01-02 15:15:13:609,30.54785336,114.4414115,13.42047119,6.88,229.6,3.216,32.033283,60.58222,59.96412,37.5344,36.07664,42.529655,191,38
2020-01-02 15:15:14:612,30.54781263,114.4413626,13.42169189,5.63,226.7,3.216,25.654829,58.980495,57.7485,33.49776,37.33003,47.04367,156,38
2020-01-02 15:15:15:608,30.54777594,114.4413178,13.71826172,5.6,226.4,3.216,33.86527,60.440323,55.23774,32.34973,33.439075,46.808113,155,38
2020-01-02 15:15:16:608,30.54774417,114.4412815,13.59069824,4.91,224.8,3.216,33.58256,64.09158,56.224155,29.003117,38.629917,41.503326,136,37
2020-01-02 15:15:18:625,30.54771686,114.4412513,12.22271729,1.93,225.1,3.216,25.990522,62.65614,53.364567,31.417547,37.617027,44.23003,53,37
2020-01-02 15:15:20:611,30.54767533,114.4412052,10.91668701,3.06,225.1,3.216,32.871204,64.07936,60.38584,24.877651,31.9301,39.981636,85,34
2020-01-02 15:15:22:617,30.54762324,114.4411496,10.81344604,3.11,218.6,3.216,34.518356,58.880993,49.5803,22.974688,35.43647,47.61892,86,39
2020-01-02 15:15:23:620,30.54759102,114.4411208,10.32568359,3.29,212.6,3.216,29.21097,65.39542,53.322666,28.636164,35.052563,37.689587,91,35
2020-01-02 15:15:24:622,30.54755462,114.4410932,9.53112793,3.46,213,3.216,27.846132,60.16911,53.65046,24.807144,37.4514,39.88388,96,36
2020-01-02 15:15:25:622,30.5475147,114.4410659,9.693786621,3.83,209.1,3.216,30.1758,64.04946,54.930893,26.128225,36.466515,39.497227,106,36
2020-01-02 15:15:26:628,30.54747195,114.4410403,9.906219482,3.93,204.7,3.216,29.30765,61.402462,52.014774,23.941744,37.79363,41.18007,109,36
2020-01-02 15:15:27:630,30.54742659,114.4410194,9.902709961,4.15,192.2,3.216,25.704847,62.160175,53.972515,25.641119,33.947136,42.667645,115,35
2020-01-02 15:15:28:632,30.54737992,114.4410033,9.731750488,4.24,194.1,3.216,30.271048,62.027775,54.258656,25.260626,34.575996,41.90936,118,36
2020-01-02 15:15:29:622,30.54733283,114.4409924,10.01757813,4.28,183.3,3.216,23.679544,59.462112,54.4048,29.673002,38.649765,47.610134,119,38
2020-01-02 15:15:30:616,30.54728622,114.4409838,10.46444702,4.28,185.4,3.216,24.239136,59.314472,55.156776,27.171875,35.854465,45.44345,119,36
2020-01-02 15:15:31:617,30.54724098,114.4409799,10.67803955,4.27,176.6,3.216,20.452946,62.020733,55.614845,30.106308,38.05952,42.48847,118,36
2020-01-02 15:15:32:616,30.54719706,114.4409792,10.59268188,4.27,178.6,3.216,26.845419,63.767048,55.049885,24.955496,34.933815,39.435863,118,35
2020-01-02 15:15:33:624,30.54715123,114.4409813,9.504699707,4.51,179.9,3.216,29.595518,57.131996,55.925304,29.94136,34.605225,38.434105,125,37
2020-01-02 15:15:34:632,30.5471041,114.4409825,9.25378418,4.88,182,3.216,26.976597,57.385044,59.757088,29.912502,34.808422,35.185814,135,35
2020-01-02 15:15:35:622,30.54705573,114.4409811,9.516052246,4.81,182.1,3.216,31.129633,58.939228,55.59284,28.481516,38.976917,49.802723,133,39
2020-01-02 15:15:36:625,30.54701231,114.4409798,9.557922363,4.57,180.8,3.216,31.185696,57.70853,53.298557,30.470304,36.393654,47.461395,127,39
2020-01-02 15:15:37:619,30.54697043,114.4409802,9.682495117,4.47,172.1,3.216,29.325403,56.12929,49.049034,31.953304,38.483738,42.265488,124,39
2020-01-02 15:15:39:618,30.54690655,114.4409869,9.970001221,3.25,172.9,3.216,35.056274,56.04697,53.578663,30.528078,41.754044,41.161766,90,40
2020-01-02 15:15:41:612,30.54684625,114.4409996,10.43344116,3.18,167.7,3.216,25.694994,59.925884,47.8599,34.709217,39.79309,43.831684,88,39
2020-01-02 15:15:43:611,30.54678425,114.4410155,9.53527832,3,166.4,3.216,31.033422,55.218266,52.559216,27.330616,35.245842,43.681953,83,38
2020-01-02 15:15:45:610,30.54672425,114.4410314,10.43292236,2.86,168.2,3.216,24.798954,54.952564,53.890697,33.1846,38.59277,44.70736,79,39
2020-01-02 15:15:47:612,30.54666563,114.4410497,9.695495605,2.74,165.6,3.216,24.551521,55.380783,57.579193,34.251812,37.7572,42.783867,76,38
2020-01-02 15:15:49:610,30.54660999,114.4410669,10.00592041,2.67,165.8,3.216,25.772776,57.508488,55.459118,27.868284,40.618317,40.691803,74,37
2020-01-02 15:15:51:621,30.54655419,114.44109,10.03439331,2.67,158.9,3.216,26.77651,55.414333,55.95417,24.304338,34.74414,43.167736,74,36
2020-01-02 15:15:53:632,30.54650764,114.4411104,9.828582764,1.2,161.5,3.216,24.845594,55.428967,56.407875,29.017881,38.423985,38.765247,33,37
2020-01-02 15:15:56:612,30.5464559,114.4411334,10.00030518,1.28,162.9,3.216,27.267023,60.851692,57.989193,36.29058,40.443966,41.65781,35,38
2020-01-02 15:15:58:616,30.54641055,114.441152,9.379669189,1.39,166,3.216,27.064806,58.57915,56.593105,25.544603,27.876387,32.54728,39,33
2020-01-02 15:16:00:604,30.54636252,114.4411701,9.800628662,1.46,163.2,3.216,34.46356,59.056217,55.754875,31.921549,37.30062,35.56673,40,37
2020-01-02 15:16:03:612,30.546323,114.4411874,9.84753418,0,0,3.216,29.680109,60.888382,61.957844,26.563875,34.5288,37.934296,0,34
2020-01-02 15:16:37:610,30.54629183,114.4412096,8.740631104,0.26,299.2,3.216,33.675793,58.42059,54.5259,33.342674,38.908184,32.99339,7,38
2020-01-02 15:18:16:614,30.54625796,114.441226,6.277679443,1.58,154.5,3.216,22.114044,59.881313,55.696144,32.019096,40.119644,42.553265,44,37
2020-01-02 15:18:18:612,30.54620801,114.441245,6.617767334,2.53,145.8,3.216,28.694983,64.63688,55.120758,30.072916,37.809612,45.768528,70,37
2020-01-02 15:18:20:611,30.54615138,114.4412766,6.556152344,2.9,157.2,3.216,26.159472,62.960102,57.05701,34.440815,34.58923,49.2555,80,37
2020-01-02 15:18:22:612,30.5460958,114.4412963,6.381347656,3.16,164,3.216,25.994354,55.33501,56.705383,27.437977,39.660614,41.26321,88,37
2020-01-02 15:18:24:605,30.54604434,114.4413275,6.346221924,2.89,151.7,3.216,30.48771,65.6917,51.60021,25.154406,32.052868,39.67586,80,35
2020-01-02 15:18:26:603,30.54598515,114.4413527,6.258422852,3.42,160,3.216,30.434834,63.872562,52.573814,25.965593,32.72165,43.361187,95,36
2020-01-02 15:18:28:609,30.54592277,114.4413776,6.866638184,3.57,156.8,3.216,21.379482,63.41244,54.413727,28.069067,32.468693,36.027473,99,33
2020-01-02 15:18:30:608,30.54586938,114.4413952,6.853240967,3.6,159.3,3.216,27.187298,61.863758,50.168224,28.115263,35.70643,38.485172,100,36
2020-01-02 15:18:31:606,30.54583426,114.4414098,6.996765137,3.65,158.1,4.288,24.48992,58.239086,50.199314,33.00375,32.82403,43.27199,101,38
2020-01-02 15:18:33:588,30.54577812,114.441442,6.931488037,3.46,153.9,3.216,22.362986,60.9776,58.430183,29.072523,38.11107,35.33302,96,34
2020-01-02 15:18:35:652,30.54571559,114.4414818,6.488464355,3.77,151.2,3.216,19.46483,65.42218,55.15621,35.008232,37.96226,37.597,104,35
2020-01-02 15:18:37:605,30.54565823,114.441521,6.469848633,3.55,151.9,3.216,33.498386,58.075336,53.003513,20.350828,36.491585,38.077595,98,36
2020-01-02 15:18:39:605,30.54562343,114.4415418,6.234771729,1.46,149.3,3.216,28.902418,59.21629,53.688725,27.834303,37.548244,43.93381,40,38
2020-01-02 15:18:41:606,30.54557806,114.4415757,6.575744629,3.42,144.9,3.216,28.918976,61.433567,58.65772,23.448675,33.10144,35.719376,95,34
2020-01-02 15:18:42:608,30.54554705,114.4416013,6.482727051,3.51,143.3,3.216,23.761435,62.817112,55.52447,20.555655,31.160736,41.66698,97,33
2020-01-02 15:18:43:612,30.54549638,114.4416374,6.342834473,4.53,139.6,3.216,25.547647,60.60242,54.874077,28.718376,34.227997,34.54209,126,35
2020-01-02 15:18:45:590,30.54545383,114.4416897,6.242919922,3.54,135.7,4.288,22.575342,62.486435,57.187916,27.98688,32.811577,41.93291,98,34
2020-01-02 15:18:47:591,30.54541861,114.4417407,6.42276001,3.29,129.1,3.216,15.871988,63.025753,54.94907,27.453104,31.571306,39.29889,91,33
2020-01-02 15:18:49:592,30.54537085,114.4417925,6.659515381,3.37,138.3,3.216,30.679586,62.905285,55.80835,29.753094,42.1481,29.74849,93,36
2020-01-02 15:18:51:590,30.54532407,114.4418382,6.910003662,3.6,137.2,3.216,20.133444,58.303127,56.429234,33.154118,36.51006,41.133102,100,36
2020-01-02 15:18:53:593,30.5452853,114.4418836,6.492675781,1.37,138.3,3.216,17.975065,54.921776,53.513374,29.606,34.584297,37.724995,38,35
2020-01-02 15:18:56:614,30.54522695,114.4419296,6.137542725,3.63,147.7,3.216,22.533754,58.15077,51.930546,25.436787,32.47812,40.175262,101,35
2020-01-02 15:18:57:615,30.54519262,114.4419495,5.933258057,3.67,154.1,3.216,30.47059,67.651115,62.17013,28.532228,35.268578,39.509476,102,34
2020-01-02 15:18:58:613,30.54515759,114.4419645,5.752960205,3.56,159.7,3.216,26.576778,60.303646,57.998093,32.042213,30.330257,37.697113,99,35
2020-01-02 15:18:59:606,30.5451018,114.4419709,5.356903076,3.47,171.7,3.216,27.158985,63.08673,55.772137,28.03819,34.871037,39.50639,96,35
2020-01-02 15:19:01:602,30.54503969,114.4419901,5.49230957,3.66,167.2,3.216,23.693274,61.308514,52.623055,31.384434,42.509808,36.420155,101,37
2020-01-02 15:19:03:590,30.54497802,114.4420097,5.247833252,3.4,164,3.216,16.783945,66.29512,52.700176,28.774698,30.155502,43.59809,94,33
2020-01-02 15:19:05:591,30.54491099,114.4420229,5.927947998,3.7,170,3.216,25.27293,61.33518,55.793293,24.485548,38.685776,35.913166,103,35
2020-01-02 15:19:07:590,30.54484171,114.4420484,6.458099365,3.75,165.3,3.216,27.671991,61.227657,57.553265,25.135824,36.52937,39.205505,104,35
2020-01-02 15:19:09:591,30.54478907,114.4420709,6.776947021,3.66,164.2,3.216,28.518618,59.356197,55.32063,22.321108,32.668125,30.442587,101,33
2020-01-02 15:19:11:595,30.54472968,114.4420986,7.107025146,3.59,155.7,3.216,25.053091,65.68366,60.87017,22.955978,32.50836,45.58812,100,33
2020-01-02 15:19:13:591,30.54467277,114.4421315,7.103607178,3.52,150.6,3.216,26.574104,65.93537,62.45046,30.403131,30.32092,46.81538,98,34
2020-01-02 15:19:15:591,30.54462675,114.4421682,7.457946777,1.98,137.7,3.216,25.237246,60.462902,55.22676,21.45912,37.716274,40.443256,55,35
2020-01-02 15:19:17:608,30.54458269,114.4422125,7.561340332,3.29,136.1,3.216,27.146093,66.18041,56.097733,20.576254,29.257437,36.682278,91,32
2020-01-02 15:19:18:607,30.54455573,114.4422427,7.666870117,3.99,128.8,3.216,19.88681,58.757267,56.289318,30.215933,32.80324,38.38906,111,34
2020-01-02 15:19:19:609,30.54452177,114.4422846,7.946258545,4.96,125.5,3.216,23.835434,61.55661,56.186638,28.644367,32.496414,33.899223,137,34
2020-01-02 15:19:20:610,30.54449461,114.4423229,8.338500977,4.14,123.7,3.216,22.387384,60.304523,54.567654,28.959425,36.13435,36.26231,115,35
2020-01-02 15:19:22:605,30.54445725,114.4423816,8.893371582,3.74,122.3,3.216,26.669474,66.29435,52.38817,20.201853,34.382923,35.938534,104,33
2020-01-02 15:19:24:608,30.54443083,114.4424381,9.008666992,3.59,118.1,3.216,21.833885,59.291203,53.461548,28.049566,38.305847,35.112926,100,35
2020-01-02 15:19:26:604,30.54442496,114.4424884,9.534057617,3.25,111.7,4.288,21.868011,62.91178,52.29905,25.587133,41.668182,43.643593,90,36
2020-01-02 15:19:28:590,30.54440114,114.4425537,9.869171143,3.32,107,3.216,20.1647,60.71858,56.935318,28.390326,36.072266,41.386635,92,35
2020-01-02 15:19:30:593,30.5443875,114.4426214,9.538330078,3.39,106.5,3.216,26.885027,64.84436,59.28214,30.836939,42.338383,43.089664,94,37
